"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","Fence","MiscVal","YrSold","SaleType","SaleCondition","SalePrice","PoolQC_f","MiscFeature_f","Condition2_f","YearRemodeDecile","MoSoldQtr","AgeofHouse","Time_Since_Remodel","num_ext_materials","num_basmt_materials","perc_2nd_1st_floor","perc_1st_tot_floor","perc_unf_bsmt","num_excellents","perc_openArea","predicted_price"
669,"20","RL",69,14175,"Missing","Reg","Bnk","Corner","Mod","Sawyer","Norm","1Fam",5,6,"Gable","CompShg","CemntBd","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",988,"Unf",1188,"GasA","Gd","Y","SBrkr",1437,0,1437,1,0,1,1,3,1,"TA",6,"Min2",1,"TA","Detchd","Unf",2,576,"TA","TA","Y",304,0,0,0,0,"No Fence",0,2006,"WD","Normal",168000,0,"0",1,"3","Q4",50,19,2,2,0,1,0.168350168350168,0,0.898624338624339,168063.439196087
671,"60","RL",64,8633,"Missing","Reg","Lvl","FR2","Gtl","CollgCr","Norm","1Fam",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",193,"Unf",738,"GasA","Ex","Y","SBrkr",738,0,1476,1,0,2,1,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","Fin",2,540,"TA","TA","Y",100,35,0,0,0,"No Fence",0,2009,"WD","Normal",173500,0,"0",1,"4","Q1",4,4,1,2,1,0.5,0.738482384823848,0.111111111111111,0.914514073902467,178083.017753306
672,"70","RH",54,6629,"Missing","Reg","Lvl","Inside","Gtl","Edwards","Artery","1Fam",6,6,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",551,"Unf",672,"GasA","TA","N","SBrkr",697,0,1369,1,0,2,0,3,1,"TA",6,"Typ",0,"No Fireplace","Detchd","Unf",1,300,"TA","TA","Y",147,0,0,0,0,"No Fence",0,2009,"WD","Normal",103600,0,"0",1,"1","Q3",84,59,1,2,0.964131994261119,0.509130752373996,0.180059523809524,0,0.894855936038618,118096.054498442
673,"20","RL",69,11250,"Missing","IR1","Lvl","Inside","Gtl","Veenker","Norm","1Fam",6,6,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","CBlock","Gd","TA","No","ALQ",767,"Unf",1208,"GasA","TA","Y","SBrkr",1208,0,1208,1,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","RFn",2,546,"TA","TA","Y",198,42,0,0,0,"No Fence",0,2006,"WD","Normal",165000,0,"0",1,"3","Q2",29,29,1,2,0,1,0.365066225165563,0,0.892622222222222,170097.098964202
674,"20","RL",110,14442,"Missing","Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam",6,7,"Hip","CompShg","CemntBd","CmentBd","BrkFace",106,"TA","TA","PConc","TA","TA","No","GLQ",1186,"Unf",1477,"GasA","Ex","Y","SBrkr",1839,0,1839,1,0,2,0,3,1,"Gd",7,"Typ",2,"TA","Attchd","Fin",2,416,"TA","TA","Y",0,87,0,0,200,"No Fence",0,2007,"WD","Normal",257500,0,"0",1,"4","Q2",50,3,2,2,0,1,0.197020988490183,0.111111111111111,0.872663066057333,250490.51657352
675,"20","RL",80,9200,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",6,6,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",892,"Unf",1136,"GasA","TA","Y","SBrkr",1136,0,1136,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Attchd","RFn",1,384,"TA","TA","Y",426,0,0,0,0,"No Fence",0,2008,"WD","Normal",140000,0,"0",1,"2","Q3",43,43,1,2,0,1,0.214788732394366,0,0.876521739130435,153054.181314828
676,"160","RL",24,2289,"Missing","Reg","Lvl","Inside","Gtl","NPkVill","Norm","Twnhs",6,6,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",311,"Unf",855,"GasA","TA","Y","SBrkr",855,0,1441,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","Unf",2,440,"TA","TA","Y",28,0,0,0,0,"No Fence",0,2009,"WD","Normal",148500,0,"0",1,"3","Q2",31,31,2,2,0.685380116959064,0.593337959750173,0.636257309941521,0,0.626474442988204,140018.674714998
677,"70","RM",60,9600,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam",4,2,"Gable","CompShg","AsbShng","Stucco","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",1095,"GasW","Fa","N","SBrkr",1095,0,1774,1,0,2,0,4,2,"TA",8,"Min2",0,"No Fireplace","2Types","Unf",3,779,"Fa","Fa","N",0,0,90,0,0,"No Fence",0,2006,"WD","Normal",87000,0,"0",1,"1","Q2",106,56,2,0,0.620091324200913,0.617249154453213,1,0,0.8859375,103054.30587515
678,"30","RL",52,9022,"Missing","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam",5,8,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",768,"GasA","Ex","Y","SBrkr",792,0,792,0,0,1,0,2,1,"Gd",5,"Typ",0,"No Fireplace","Detchd","Unf",1,240,"Fa","Fa","N",316,0,120,0,0,"No Fence",0,2009,"WD","Normal",109500,0,"0",1,"4","Q2",85,3,1,0,0,1,1,0.111111111111111,0.912214586566172,110422.635910684
679,"20","RL",80,11844,"Missing","IR1","Lvl","Inside","Gtl","StoneBr","Norm","1Fam",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",464,"Gd","TA","PConc","Ex","TA","Mn","Unf",0,"Unf",2046,"GasA","Ex","Y","SBrkr",2046,0,2046,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",3,834,"TA","TA","Y",322,82,0,0,0,"No Fence",0,2009,"New","Partial",372500,0,"0",1,"4","Q3",1,1,1,0,0,1,1,0.222222222222222,0.82725430597771,332582.836295035
682,"50","RH",55,4500,"Pave","IR2","Bnk","Inside","Gtl","SWISU","Norm","1Fam",5,5,"Gable","CompShg","VinylSd","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",182,"Unf",793,"GasA","Ex","Y","SBrkr",848,0,1520,0,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Detchd","Unf",1,281,"TA","TA","Y",0,0,56,0,0,"No Fence",0,2009,"WD","Abnorml",159434,0,"0",1,"4","Q3",77,9,2,2,0.792452830188679,0.557894736842105,0.770491803278688,0.111111111111111,0.811555555555556,116860.523759453
683,"120","RL",69,2887,"Missing","Reg","HLS","Inside","Gtl","ClearCr","Norm","1Fam",6,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",1003,"Unf",1291,"GasA","Ex","Y","SBrkr",1291,0,1291,1,0,1,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","Unf",2,431,"TA","TA","Y",307,0,0,0,0,"No Fence",0,2008,"WD","Normal",173000,0,"0",1,"4","Q4",12,11,1,2,0,1,0.223082881487219,0.111111111111111,0.55282299965362,177342.073343953
684,"20","RL",90,11248,"Missing","IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam",9,5,"Hip","CompShg","VinylSd","VinylSd","Stone",215,"Gd","TA","PConc","Gd","TA","Av","GLQ",1059,"Unf",1626,"GasA","Ex","Y","SBrkr",1668,0,1668,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",3,702,"TA","TA","Y",257,45,0,0,0,"No Fence",0,2007,"WD","Normal",285000,0,"0",1,"4","Q3",5,5,1,2,0,1,0.348708487084871,0.111111111111111,0.851706970128023,267693.21080292
685,"60","RL",58,16770,"Missing","IR2","Lvl","CulDSac","Gtl","NoRidge","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",30,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1195,"GasA","Gd","Y","SBrkr",1195,0,1839,0,0,2,1,4,1,"TA",7,"Typ",0,"No Fireplace","Attchd","Fin",2,486,"TA","TA","Y",0,81,0,0,0,"No Fence",0,2010,"WD","Normal",221000,0,"0",1,"4","Q2",12,12,1,0,0.538912133891213,0.649809679173464,1,0,0.928741800834824,224684.826388984
686,"160","RL",69,5062,"Missing","IR1","Lvl","CulDSac","Gtl","StoneBr","Norm","TwnhsE",7,5,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","Mn","GLQ",828,"LwQ",1190,"GasA","Gd","Y","SBrkr",1190,0,2090,1,0,2,0,3,1,"Gd",6,"Min1",1,"TA","Attchd","Fin",2,577,"TA","TA","Y",219,0,0,0,0,"No Fence",0,2007,"WD","Normal",207500,0,"0",1,"3","Q3",23,23,1,2,0.756302521008403,0.569377990430622,0.151260504201681,0,0.764915053338601,237079.030689367
687,"60","FV",84,10207,"Missing","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam",7,6,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",874,"GasA","Ex","Y","SBrkr",874,0,1761,0,0,3,0,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","Fin",2,578,"TA","TA","Y",144,105,0,0,0,"No Fence",0,2007,"New","Partial",227875,0,"0",1,"4","Q3",0,0,1,0,1.01487414187643,0.496308915388984,1,0.111111111111111,0.914372489468012,221865.536602988
690,"120","RL",61,7577,"Missing","IR1","Lvl","Corner","Gtl","NridgHt","Norm","TwnhsE",6,5,"Gable","CompShg","VinylSd","VinylSd","Stone",256,"Gd","TA","PConc","Gd","TA","Av","ALQ",20,"Unf",1362,"GasA","Ex","Y","SBrkr",1362,0,1362,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,460,"TA","TA","Y",192,28,0,0,0,"No Fence",0,2007,"WD","Normal",194700,0,"0",1,"4","Q2",2,1,1,2,0,1,0.985315712187959,0.111111111111111,0.820245479741322,194942.253353204
694,"30","RL",60,5400,"Missing","Reg","Lvl","Corner","Sev","OldTown","Norm","1Fam",5,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",1073,"GasA","Ex","Y","SBrkr",1073,0,1073,0,0,1,0,2,1,"TA",4,"Typ",0,"No Fireplace","Detchd","Unf",1,326,"TA","TA","Y",0,0,112,0,0,"No Fence",0,2006,"WD","Abnorml",108480,0,"0",1,"2","Q4",85,38,1,0,0,1,1,0.111111111111111,0.801296296296296,102277.342227609
695,"50","RM",51,6120,"Missing","Reg","Lvl","Corner","Gtl","BrkSide","Norm","1Fam",5,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","BrkTil","TA","TA","No","Unf",0,"Unf",927,"GasA","TA","Y","SBrkr",1067,0,1539,0,0,1,1,3,1,"TA",5,"Typ",0,"No Fireplace","Detchd","Unf",2,576,"TA","TA","Y",112,0,0,0,0,"MnPrv",0,2009,"WD","Normal",141500,0,"0",1,"1","Q2",73,59,1,0,0.442361761949391,0.693307342430149,1,0,0.825653594771242,136262.73561659
696,"20","RL",54,13811,"Missing","IR1","Lvl","Inside","Gtl","Timber","Norm","1Fam",6,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",72,"TA","TA","CBlock","Gd","Gd","No","GLQ",980,"LwQ",1112,"GasA","Gd","Y","SBrkr",1137,0,1137,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd","Unf",2,551,"TA","TA","Y",125,0,0,0,0,"No Fence",0,2006,"WD","Normal",176000,0,"0",1,"3","Q3",19,19,1,2,0,1,0.0827338129496403,0,0.917674317572949,171659.466537885
699,"20","RL",65,8450,"Missing","Reg","Lvl","Inside","Gtl","Sawyer","RRAe","1Fam",5,8,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",553,"BLQ",894,"GasA","Ex","Y","SBrkr",894,0,894,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Detchd","Unf",1,336,"TA","TA","Y",416,144,0,0,0,"MnPrv",0,2010,"WD","Normal",138500,0,"0",1,"4","Q2",45,1,1,2,0,1,0.250559284116331,0.111111111111111,0.894201183431953,134668.464631967
700,"120","FV",59,4282,"Pave","IR2","Lvl","Inside","Gtl","Somerst","Norm","TwnhsE",7,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",16,"Unf",1391,"GasA","Ex","Y","SBrkr",1391,0,1391,0,0,2,0,2,1,"Gd",5,"Typ",0,"No Fireplace","Attchd","RFn",2,530,"TA","TA","Y",156,158,0,0,0,"No Fence",0,2008,"WD","Normal",196000,0,"0",1,"4","Q3",4,4,1,2,0,1,0.988497483824587,0.111111111111111,0.675151798225128,193072.013140963
701,"20","RL",85,14331,"Missing","Reg","Lvl","Inside","Gtl","Timber","Norm","1Fam",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",630,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1274,"Unf",1800,"GasA","Ex","Y","SBrkr",1800,0,1800,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",3,765,"TA","TA","Y",270,78,0,0,0,"No Fence",0,2006,"WD","Normal",312500,0,"0",1,"4","Q2",4,4,1,2,0,1,0.292222222222222,0.222222222222222,0.874398157839648,298489.430495559
702,"20","RL",80,9600,"Missing","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam",7,5,"Hip","CompShg","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",1164,"GasA","TA","Y","SBrkr",1164,0,1164,0,0,1,1,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","Unf",2,528,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2006,"COD","Normal",140000,0,"0",1,"2","Q3",37,37,1,0,0,1,1,0,0.87875,150758.532201808
703,"60","RL",82,12438,"Missing","IR1","Lvl","Inside","Gtl","StoneBr","Norm","1Fam",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",466,"Ex","TA","PConc","Ex","Gd","No","Unf",0,"Unf",1234,"GasA","Ex","Y","SBrkr",1264,0,2576,0,0,2,1,4,1,"Ex",10,"Typ",1,"Gd","BuiltIn","Fin",3,666,"TA","TA","Y",324,100,0,0,0,"No Fence",0,2006,"New","Partial",361919,0,"0",1,"4","Q3",0,0,1,0,1.0379746835443,0.490683229813665,1,0.444444444444444,0.898375944685641,368499.490819163
704,"190","RM",76,7630,"Missing","Reg","Lvl","Inside","Gtl","OldTown","Feedr","2fmCon",5,9,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","Unf",0,"Unf",360,"GasA","Gd","Y","SBrkr",1032,0,1812,0,0,2,0,4,2,"Gd",8,"Typ",1,"Po","Detchd","Unf",2,672,"TA","TA","N",344,0,40,0,0,"MnPrv",0,2010,"WD","Normal",140000,0,"0",1,"4","Q2",110,14,1,0,0.755813953488372,0.56953642384106,1,0,0.864744429882045,137549.771336632
705,"20","RL",70,8400,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",109,"Gd","TA","PConc","Gd","TA","Av","GLQ",712,"Unf",1473,"GasA","Ex","Y","SBrkr",1484,0,1484,1,0,2,0,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","RFn",2,606,"TA","TA","Y",0,35,0,144,0,"No Fence",0,2010,"WD","Normal",213000,0,"0",1,"4","Q2",6,5,1,2,0,1,0.51663272233537,0.111111111111111,0.823333333333333,208584.839005832
706,"190","RM",70,5600,"Missing","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","2fmCon",4,5,"Hip","CompShg","VinylSd","Wd Shng","None",0,"Fa","Fa","Slab","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,"GasA","Fa","N","SBrkr",372,0,1092,0,0,2,0,3,2,"Fa",7,"Mod",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","N",0,0,0,0,0,"No Fence",3500,2010,"WD","Normal",55000,0,"1",1,"1","Q3",80,60,2,-1,1.93548387096774,0.340659340659341,-1,0,0.933571428571429,67709.2946224142
707,"20","RL",69,115149,"Missing","IR2","Low","CulDSac","Sev","ClearCr","Norm","1Fam",7,5,"Gable","CompShg","Plywood","Plywood","Stone",351,"TA","TA","CBlock","Gd","TA","Gd","GLQ",1219,"Unf",1643,"GasA","TA","Y","SBrkr",1824,0,1824,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd","Unf",2,739,"TA","TA","Y",380,48,0,0,0,"No Fence",0,2007,"WD","Normal",302000,0,"0",1,"4","Q2",36,5,1,2,0,1,0.258064516129032,0,0.984159654013496,296280.668883008
708,"120","RL",48,6240,"Missing","Reg","Lvl","Inside","Gtl","NridgHt","Norm","TwnhsE",8,5,"Hip","CompShg","MetalSd","MetalSd","BrkFace",176,"Gd","TA","PConc","Gd","TA","No","GLQ",863,"Unf",1324,"GasA","Ex","Y","SBrkr",1324,0,1324,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,550,"TA","TA","Y",192,38,0,0,0,"No Fence",0,2009,"WD","Normal",254000,0,"0",1,"4","Q4",3,3,1,2,0,1,0.348187311178248,0.111111111111111,0.787820512820513,225203.647722393
709,"60","RL",65,9018,"Missing","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam",7,5,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",728,"GasA","Ex","Y","SBrkr",728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd","Fin",2,400,"TA","TA","Y",100,24,0,0,0,"No Fence",0,2007,"New","Partial",179540,0,"0",1,"4","Q3",0,0,1,0,1,0.5,1,0.111111111111111,0.919272565979153,193630.120416377
710,"20","RL",69,7162,"Missing","IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam",5,7,"Gable","CompShg","HdBoard","HdBoard","BrkCmn",41,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",876,"GasA","TA","Y","SBrkr",904,0,904,0,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","Unf",1,408,"TA","TA","Y",0,0,0,0,0,"MnPrv",0,2008,"WD","Abnorml",109900,0,"0",1,"2","Q4",42,42,1,0,0,1,1,0,0.873778274225077,108949.017547121
711,"30","RL",56,4130,"Missing","IR1","Lvl","Inside","Gtl","BrkSide","Norm","1Fam",3,6,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf",270,"GasA","Gd","Y","SBrkr",729,0,729,0,0,1,0,2,1,"TA",5,"Maj2",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","N",0,0,0,0,0,"No Fence",0,2008,"WD","Normal",52000,0,"0",1,"4","Q3",73,5,1,0,0,1,1,0,0.823486682808717,68883.6401533408
712,"50","C (all)",66,8712,"Pave","Reg","HLS","Inside","Mod","IDOTRR","Norm","1Fam",4,7,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Stone","TA","TA","Mn","Unf",0,"Unf",859,"GasA","Gd","Y","SBrkr",859,0,1178,0,0,1,0,2,1,"TA",7,"Typ",0,"No Fireplace","Detchd","RFn",1,384,"TA","TA","N",68,0,98,0,0,"No Fence",0,2010,"WD","Abnorml",102776,0,"0",1,"1","Q1",110,60,1,0,0.371362048894063,0.729202037351443,1,0,0.901400367309458,83965.5658696992
713,"120","RL",40,4671,"Missing","IR1","HLS","Inside","Gtl","StoneBr","Norm","TwnhsE",8,5,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",767,"Unf",1228,"GasA","Gd","Y","SBrkr",1228,0,1228,1,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","Fin",2,472,"TA","TA","Y",168,120,0,0,0,"No Fence",0,2008,"WD","Normal",189000,0,"0",1,"3","Q4",20,19,1,2,0,1,0.375407166123779,0,0.737101263112824,210961.414088816
714,"190","RL",60,9873,"Missing","Reg","Lvl","Inside","Gtl","BrkSide","RRAn","2fmCon",4,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",160,"TA","TA","CBlock","TA","TA","Av","ALQ",789,"Unf",960,"GasW","TA","N","SBrkr",960,0,960,1,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Detchd","Unf",2,576,"TA","TA","Y",0,288,0,0,0,"No Fence",0,2006,"WD","Normal",129000,0,"0",1,"2","Q2",36,36,1,2,0,1,0.178125,0,0.902765116985719,120460.927918
715,"60","RL",69,13517,"Missing","IR1","Lvl","CulDSac","Gtl","Sawyer","RRAe","1Fam",6,8,"Gable","CompShg","HdBoard","Plywood","BrkFace",289,"Gd","TA","CBlock","TA","TA","No","GLQ",533,"Unf",725,"GasA","Ex","Y","SBrkr",725,0,1479,0,0,2,1,3,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","RFn",2,475,"TA","TA","Y",0,44,0,0,0,"No Fence",0,2010,"WD","Normal",130500,0,"0",1,"4","Q1",34,5,2,2,1.04,0.490196078431373,0.264827586206897,0.111111111111111,0.946363838129763,171933.948842161
718,"20","RL",80,10000,"Missing","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam",5,6,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",1084,"Unf",1176,"GasA","Gd","Y","SBrkr",1178,0,1178,0,1,1,1,3,1,"Gd",5,"Typ",1,"Fa","Attchd","Unf",2,439,"TA","TA","Y",224,0,0,0,0,"MnPrv",0,2008,"WD","Normal",157000,0,"0",1,"4","Q4",35,8,1,2,0,1,0.0782312925170068,0,0.8822,157859.724693061
720,"20","RL",69,9920,"Missing","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",5,6,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",523,"Unf",971,"GasA","TA","Y","SBrkr",971,0,971,0,0,1,1,3,1,"TA",5,"Typ",1,"Po","Attchd","Unf",1,300,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2006,"WD","Normal",128500,0,"0",1,"2","Q2",37,37,2,2,0,1,0.461380020597322,0,0.902116935483871,136599.842263224
722,"120","RM",69,4426,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","TwnhsE",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","Gd","TA","Av","GLQ",662,"Unf",848,"GasA","Ex","Y","SBrkr",848,0,848,1,0,1,0,1,1,"Gd",3,"Typ",0,"No Fireplace","Attchd","RFn",2,420,"TA","TA","Y",160,0,0,0,0,"No Fence",0,2010,"WD","Normal",143000,0,"0",1,"4","Q2",6,6,1,2,0,1,0.219339622641509,0.111111111111111,0.80840488025305,145766.778554362
724,"50","RL",60,8172,"Missing","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam",4,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",941,"GasA","Ex","Y","SBrkr",997,0,1470,0,0,2,0,4,1,"TA",7,"Typ",0,"No Fireplace","Detchd","Unf",1,548,"TA","TA","Y",0,0,0,0,156,"No Fence",0,2008,"WD","Normal",135000,0,"0",1,"3","Q2",54,36,1,0,0.474423269809428,0.678231292517007,1,0.111111111111111,0.877998042094958,126040.503413627
725,"20","RL",86,13286,"Missing","IR1","Lvl","Inside","Gtl","Edwards","Norm","1Fam",9,5,"Hip","CompShg","CemntBd","CmentBd","Stone",340,"Ex","TA","PConc","Ex","TA","No","GLQ",1234,"Unf",1698,"GasA","Ex","Y","SBrkr",1698,0,1698,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd","Fin",3,768,"TA","TA","Y",327,64,0,0,0,"No Fence",0,2009,"WD","Normal",320000,0,"0",1,"4","Q1",2,1,2,2,0,1,0.273262661955241,0.444444444444444,0.872196296853831,302355.455430571
726,"20","RL",60,6960,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",4,6,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",375,"BLQ",864,"GasA","TA","Y","SBrkr",864,0,864,0,0,1,0,3,1,"Gd",5,"Typ",0,"No Fireplace","Detchd","Unf",2,660,"TA","TA","Y",96,0,0,0,0,"No Fence",500,2009,"WD","Normal",120500,0,"1",1,"2","Q4",39,39,2,2,0,1,0.289351851851852,0,0.875862068965517,116673.021691353
727,"20","RL",69,21695,"Missing","IR1","Lvl","Corner","Gtl","Crawfor","Norm","1Fam",6,9,"Hip","CompShg","Wd Sdng","Plywood","BrkFace",260,"Gd","Gd","CBlock","Gd","TA","No","GLQ",808,"Unf",880,"GasA","Ex","Y","SBrkr",1680,0,1680,1,0,2,0,3,1,"Gd",5,"Typ",1,"Gd","Attchd","Fin",2,540,"TA","TA","Y",292,44,0,182,0,"No Fence",0,2009,"WD","Normal",222000,0,"0",1,"4","Q4",21,2,2,2,0,1,0.0818181818181818,0.111111111111111,0.922562802489053,248367.598176491
728,"20","RL",64,7314,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","Stone",82,"Gd","TA","PConc","Gd","TA","Av","GLQ",724,"Unf",1232,"GasA","Ex","Y","SBrkr",1232,0,1232,1,0,2,0,2,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","RFn",2,632,"TA","TA","Y",132,0,0,0,0,"No Fence",0,2009,"WD","Normal",194500,0,"0",1,"4","Q1",2,2,1,2,0,1,0.412337662337662,0.111111111111111,0.831555920153131,192789.396400459
730,"30","RM",52,6240,"Grvl","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam",4,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",152,"Unf",780,"GasA","TA","Y","FuseA",848,360,1208,0,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","Detchd","Unf",2,539,"TA","TA","Y",0,23,112,0,0,"No Fence",0,2009,"WD","Normal",103000,0,"0",1,"1","Q1",84,59,1,2,0,0.701986754966887,0.805128205128205,0,0.864102564102564,100658.67233458
